year,month,country,category,final_action_date,filing_date
2012,4,Rest-of-World,F1,,2005-04-01
2012,4,Rest-of-World,F2A,,2009-10-08
2012,4,Rest-of-World,F2B,,2004-01-15
2012,4,Rest-of-World,F3,,2002-02-15
2012,4,Rest-of-World,F4,,2000-11-08
2012,4,Rest-of-World,EB1,,2012-04-01
2012,4,Rest-of-World,EB2,,2012-04-01
2012,4,Rest-of-World,EB3,,2006-04-08
2012,4,Rest-of-World,EB-Other,,2006-04-08
2012,4,Rest-of-World,EB4,,2012-04-01
2012,4,Rest-of-World,EB-Religious,,2012-04-01
2012,4,Rest-of-World,EB5-Targeted-Employment,,2012-04-01
2012,4,China,F1,,2005-04-01
2012,4,China,F2A,,2009-10-08
2012,4,China,F2B,,2004-01-15
2012,4,China,F3,,2002-02-15
2012,4,China,F4,,2000-11-08
2012,4,China,EB1,,2012-04-01
2012,4,China,EB2,,2010-05-01
2012,4,China,EB3,,2005-03-01
2012,4,China,EB-Other,,2003-04-22
2012,4,China,EB4,,2012-04-01
2012,4,China,EB-Religious,,2012-04-01
2012,4,China,EB5-Targeted-Employment,,2012-04-01
2012,4,India,F1,,2005-04-01
2012,4,India,F2A,,2009-10-08
2012,4,India,F2B,,2004-01-15
2012,4,India,F3,,2002-02-15
2012,4,India,F4,,2000-11-08
2012,4,India,EB1,,2012-04-01
2012,4,India,EB2,,2010-05-01
2012,4,India,EB3,,2002-09-01
2012,4,India,EB-Other,,2002-09-01
2012,4,India,EB4,,2012-04-01
2012,4,India,EB-Religious,,2012-04-01
2012,4,India,EB5-Targeted-Employment,,2012-04-01
2012,4,Mexico,F1,,1993-05-08
2012,4,Mexico,F2A,,2009-09-01
2012,4,Mexico,F2B,,1992-12-01
2012,4,Mexico,F3,,1993-01-15
2012,4,Mexico,F4,,1996-06-01
2012,4,Mexico,EB1,,2012-04-01
2012,4,Mexico,EB2,,2012-04-01
2012,4,Mexico,EB3,,2006-04-08
2012,4,Mexico,EB-Other,,2006-04-08
2012,4,Mexico,EB4,,2012-04-01
2012,4,Mexico,EB-Religious,,2012-04-01
2012,4,Mexico,EB5-Targeted-Employment,,2012-04-01
2012,4,Philippines,F1,,1997-06-22
2012,4,Philippines,F2A,,2009-10-08
2012,4,Philippines,F2B,,2001-12-08
2012,4,Philippines,F3,,1992-07-22
2012,4,Philippines,F4,,1989-01-08
2012,4,Philippines,EB1,,2012-04-01
2012,4,Philippines,EB2,,2012-04-01
2012,4,Philippines,EB3,,2006-04-08
2012,4,Philippines,EB-Other,,2006-04-08
2012,4,Philippines,EB4,,2012-04-01
2012,4,Philippines,EB-Religious,,2012-04-01
2012,4,Philippines,EB5-Targeted-Employment,,2012-04-01
