year,month,country,category,final_action_date,filing_date
2012,12,Rest-of-World,F1,,2005-12-01
2012,12,Rest-of-World,F2A,,2010-08-22
2012,12,Rest-of-World,F2B,,2004-11-15
2012,12,Rest-of-World,F3,,2002-06-08
2012,12,Rest-of-World,F4,,2001-04-01
2012,12,Rest-of-World,EB1,,2012-12-01
2012,12,Rest-of-World,EB2,,2012-12-01
2012,12,Rest-of-World,EB3,,2006-12-22
2012,12,Rest-of-World,EB-Other,,2006-12-22
2012,12,Rest-of-World,EB4,,2012-12-01
2012,12,Rest-of-World,EB-Religious,,2012-12-01
2012,12,Rest-of-World,EB5-Targeted-Employment,,2012-12-01
2012,12,China,F1,,2005-12-01
2012,12,China,F2A,,2010-08-22
2012,12,China,F2B,,2004-11-15
2012,12,China,F3,,2002-06-08
2012,12,China,F4,,2001-04-01
2012,12,China,EB1,,2012-12-01
2012,12,China,EB2,,2007-10-22
2012,12,China,EB3,,2006-07-01
2012,12,China,EB-Other,,2003-07-01
2012,12,China,EB4,,2012-12-01
2012,12,China,EB-Religious,,2012-12-01
2012,12,China,EB5-Targeted-Employment,,2012-12-01
2012,12,India,F1,,2005-12-01
2012,12,India,F2A,,2010-08-22
2012,12,India,F2B,,2004-11-15
2012,12,India,F3,,2002-06-08
2012,12,India,F4,,2001-04-01
2012,12,India,EB1,,2012-12-01
2012,12,India,EB2,,2004-09-01
2012,12,India,EB3,,2002-11-01
2012,12,India,EB-Other,,2002-11-01
2012,12,India,EB4,,2012-12-01
2012,12,India,EB-Religious,,2012-12-01
2012,12,India,EB5-Targeted-Employment,,2012-12-01
2012,12,Mexico,F1,,1993-07-01
2012,12,Mexico,F2A,,2010-08-01
2012,12,Mexico,F2B,,1992-11-01
2012,12,Mexico,F3,,1993-03-01
2012,12,Mexico,F4,,1996-07-22
2012,12,Mexico,EB1,,2012-12-01
2012,12,Mexico,EB2,,2012-12-01
2012,12,Mexico,EB3,,2006-12-22
2012,12,Mexico,EB-Other,,2006-12-22
2012,12,Mexico,EB4,,2012-12-01
2012,12,Mexico,EB-Religious,,2012-12-01
2012,12,Mexico,EB5-Targeted-Employment,,2012-12-01
2012,12,Philippines,F1,,1997-10-08
2012,12,Philippines,F2A,,2010-08-22
2012,12,Philippines,F2B,,2002-03-22
2012,12,Philippines,F3,,1992-08-01
2012,12,Philippines,F4,,1989-03-22
2012,12,Philippines,EB1,,2012-12-01
2012,12,Philippines,EB2,,2012-12-01
2012,12,Philippines,EB3,,2006-08-15
2012,12,Philippines,EB-Other,,2006-08-15
2012,12,Philippines,EB4,,2012-12-01
2012,12,Philippines,EB-Religious,,2012-12-01
2012,12,Philippines,EB5-Targeted-Employment,,2012-12-01
