year,month,country,category,final_action_date,filing_date
2003,11,Rest-of-World,F1,,2000-01-15
2003,11,Rest-of-World,F2A,,1998-10-08
2003,11,Rest-of-World,F2B,,1995-05-01
2003,11,Rest-of-World,F3,,1997-08-01
2003,11,Rest-of-World,F4,,1992-01-15
2003,11,Rest-of-World,EB1,,2003-11-01
2003,11,Rest-of-World,EB2,,2003-11-01
2003,11,Rest-of-World,EB3,,2003-11-01
2003,11,Rest-of-World,EB-Other,,2003-11-01
2003,11,Rest-of-World,EB4,,2003-11-01
2003,11,Rest-of-World,EB5,,2003-11-01
2003,11,Rest-of-World,EB5-Targeted-Employment,,2003-11-01
2003,11,India,F1,,2000-06-15
2003,11,India,F2A,,1998-10-08
2003,11,India,F2B,,1995-05-01
2003,11,India,F3,,1997-08-01
2003,11,India,F4,,1990-08-15
2003,11,India,EB1,,2003-11-01
2003,11,India,EB2,,2003-11-01
2003,11,India,EB3,,2003-11-01
2003,11,India,EB-Other,,2003-11-01
2003,11,India,EB4,,2003-11-01
2003,11,India,EB5,,2003-11-01
2003,11,India,EB5-Targeted-Employment,,2003-11-01
2003,11,Mexico,F1,,1994-10-15
2003,11,Mexico,F2A,,1996-03-15
2003,11,Mexico,F2B,,1991-12-01
2003,11,Mexico,F3,,1994-11-15
2003,11,Mexico,F4,,1992-01-15
2003,11,Mexico,EB1,,2003-11-01
2003,11,Mexico,EB2,,2003-11-01
2003,11,Mexico,EB3,,2003-11-01
2003,11,Mexico,EB-Other,,2003-11-01
2003,11,Mexico,EB4,,2003-11-01
2003,11,Mexico,EB5,,2003-11-01
2003,11,Mexico,EB5-Targeted-Employment,,2003-11-01
2003,11,Philippines,F1,,1989-08-22
2003,11,Philippines,F2A,,1998-10-08
2003,11,Philippines,F2B,,1995-05-01
2003,11,Philippines,F3,,1989-05-01
2003,11,Philippines,F4,,1981-10-08
2003,11,Philippines,EB1,,2003-11-01
2003,11,Philippines,EB2,,2003-11-01
2003,11,Philippines,EB3,,2003-11-01
2003,11,Philippines,EB-Other,,2003-11-01
2003,11,Philippines,EB4,,2003-11-01
2003,11,Philippines,EB5,,2003-11-01
2003,11,Philippines,EB5-Targeted-Employment,,2003-11-01
