year,month,country,category,final_action_date,filing_date
2015,1,Rest-of-World,F1,,2007-07-08
2015,1,Rest-of-World,F2A,,2013-04-15
2015,1,Rest-of-World,F2B,,2008-04-01
2015,1,Rest-of-World,F3,,2003-12-22
2015,1,Rest-of-World,F4,,2002-03-22
2015,1,Rest-of-World,EB1,,2015-01-01
2015,1,Rest-of-World,EB2,,2015-01-01
2015,1,Rest-of-World,EB3,,2013-06-01
2015,1,Rest-of-World,EB-Other,,2013-06-01
2015,1,Rest-of-World,EB4,,2015-01-01
2015,1,Rest-of-World,EB-Religious,,2015-01-01
2015,1,Rest-of-World,EB5-Targeted-Employment,,2015-01-01
2015,1,China,F1,,2007-07-08
2015,1,China,F2A,,2013-04-15
2015,1,China,F2B,,2008-04-01
2015,1,China,F3,,2003-12-22
2015,1,China,F4,,2002-03-22
2015,1,China,EB1,,2015-01-01
2015,1,China,EB2,,2010-02-01
2015,1,China,EB3,,2011-03-01
2015,1,China,EB-Other,,2005-07-22
2015,1,China,EB4,,2015-01-01
2015,1,China,EB-Religious,,2015-01-01
2015,1,China,EB5-Targeted-Employment,,2015-01-01
2015,1,India,F1,,2007-07-08
2015,1,India,F2A,,2013-04-15
2015,1,India,F2B,,2008-04-01
2015,1,India,F3,,2003-12-22
2015,1,India,F4,,2002-03-22
2015,1,India,EB1,,2015-01-01
2015,1,India,EB2,,2005-02-15
2015,1,India,EB3,,2003-12-15
2015,1,India,EB-Other,,2003-12-15
2015,1,India,EB4,,2015-01-01
2015,1,India,EB-Religious,,2015-01-01
2015,1,India,EB5-Targeted-Employment,,2015-01-01
2015,1,Mexico,F1,,1994-09-15
2015,1,Mexico,F2A,,2013-02-22
2015,1,Mexico,F2B,,1994-11-01
2015,1,Mexico,F3,,1993-12-15
2015,1,Mexico,F4,,1997-03-22
2015,1,Mexico,EB1,,2015-01-01
2015,1,Mexico,EB2,,2015-01-01
2015,1,Mexico,EB3,,2013-06-01
2015,1,Mexico,EB-Other,,2013-06-01
2015,1,Mexico,EB4,,2015-01-01
2015,1,Mexico,EB-Religious,,2015-01-01
2015,1,Mexico,EB5-Targeted-Employment,,2015-01-01
2015,1,Philippines,F1,,2004-12-22
2015,1,Philippines,F2A,,2013-04-15
2015,1,Philippines,F2B,,2004-02-01
2015,1,Philippines,F3,,1993-07-08
2015,1,Philippines,F4,,1991-07-15
2015,1,Philippines,EB1,,2015-01-01
2015,1,Philippines,EB2,,2015-01-01
2015,1,Philippines,EB3,,2013-06-01
2015,1,Philippines,EB-Other,,2013-06-01
2015,1,Philippines,EB4,,2015-01-01
2015,1,Philippines,EB-Religious,,2015-01-01
2015,1,Philippines,EB5-Targeted-Employment,,2015-01-01
