year,month,country,category,final_action_date,filing_date
2004,11,Rest-of-World,F1,,2000-11-01
2004,11,Rest-of-World,F2A,,2000-06-01
2004,11,Rest-of-World,F2B,,1995-07-15
2004,11,Rest-of-World,F3,,1997-11-08
2004,11,Rest-of-World,F4,,1992-09-01
2004,11,Rest-of-World,EB1,,2004-11-01
2004,11,Rest-of-World,EB2,,2004-11-01
2004,11,Rest-of-World,EB3,,2004-11-01
2004,11,Rest-of-World,EB-Other,,2004-11-01
2004,11,Rest-of-World,EB4,,2004-11-01
2004,11,Rest-of-World,EB-Religious,,2004-11-01
2004,11,Rest-of-World,EB5,,2004-11-01
2004,11,Rest-of-World,EB5-Targeted-Employment,,2004-11-01
2004,11,India,F1,,2000-11-01
2004,11,India,F2A,,2000-06-01
2004,11,India,F2B,,1995-07-15
2004,11,India,F3,,1997-11-08
2004,11,India,F4,,1991-12-22
2004,11,India,EB1,,2004-11-01
2004,11,India,EB2,,2004-11-01
2004,11,India,EB3,,2004-11-01
2004,11,India,EB-Other,,2004-11-01
2004,11,India,EB4,,2004-11-01
2004,11,India,EB-Religious,,2004-11-01
2004,11,India,EB5,,2004-11-01
2004,11,India,EB5-Targeted-Employment,,2004-11-01
2004,11,Mexico,F1,,1994-01-01
2004,11,Mexico,F2A,,1997-09-15
2004,11,Mexico,F2B,,1991-12-08
2004,11,Mexico,F3,,1993-06-01
2004,11,Mexico,F4,,1992-09-01
2004,11,Mexico,EB1,,2004-11-01
2004,11,Mexico,EB2,,2004-11-01
2004,11,Mexico,EB3,,2004-11-01
2004,11,Mexico,EB-Other,,2004-11-01
2004,11,Mexico,EB4,,2004-11-01
2004,11,Mexico,EB-Religious,,2004-11-01
2004,11,Mexico,EB5,,2004-11-01
2004,11,Mexico,EB5-Targeted-Employment,,2004-11-01
2004,11,Philippines,F1,,1990-09-15
2004,11,Philippines,F2A,,2000-06-01
2004,11,Philippines,F2B,,1995-07-15
2004,11,Philippines,F3,,1990-05-01
2004,11,Philippines,F4,,1982-07-22
2004,11,Philippines,EB1,,2004-11-01
2004,11,Philippines,EB2,,2004-11-01
2004,11,Philippines,EB3,,2004-11-01
2004,11,Philippines,EB-Other,,2004-11-01
2004,11,Philippines,EB4,,2004-11-01
2004,11,Philippines,EB-Religious,,2004-11-01
2004,11,Philippines,EB5,,2004-11-01
2004,11,Philippines,EB5-Targeted-Employment,,2004-11-01
