year,month,country,category,final_action_date,filing_date
2005,8,Rest-of-World,F1,,2001-04-08
2005,8,Rest-of-World,F2A,,2001-07-22
2005,8,Rest-of-World,F2B,,1996-01-22
2005,8,Rest-of-World,F3,,1998-02-01
2005,8,Rest-of-World,F4,,1993-10-08
2005,8,Rest-of-World,EB1,,2005-08-01
2005,8,Rest-of-World,EB2,,2005-08-01
2005,8,Rest-of-World,EB3,,
2005,8,Rest-of-World,EB-Schedule-A,,2005-08-01
2005,8,Rest-of-World,EB-Other,,
2005,8,Rest-of-World,EB4,,2005-08-01
2005,8,Rest-of-World,EB-Religious,,2005-08-01
2005,8,Rest-of-World,EB5,,2005-08-01
2005,8,Rest-of-World,EB5-Targeted-Employment,,2005-08-01
2005,8,China,F1,,2001-04-08
2005,8,China,F2A,,2001-07-22
2005,8,China,F2B,,1996-01-22
2005,8,China,F3,,1998-02-01
2005,8,China,F4,,1993-10-08
2005,8,China,EB1,,2005-08-01
2005,8,China,EB2,,2005-08-01
2005,8,China,EB3,,
2005,8,China,EB-Schedule-A,,2005-08-01
2005,8,China,EB-Other,,
2005,8,China,EB4,,2005-08-01
2005,8,China,EB-Religious,,2005-08-01
2005,8,China,EB5,,2005-08-01
2005,8,China,EB5-Targeted-Employment,,2005-08-01
2005,8,India,F1,,2001-04-08
2005,8,India,F2A,,2001-07-22
2005,8,India,F2B,,1996-01-22
2005,8,India,F3,,1998-02-01
2005,8,India,F4,,1993-02-22
2005,8,India,EB1,,2005-08-01
2005,8,India,EB2,,2005-08-01
2005,8,India,EB3,,
2005,8,India,EB-Schedule-A,,2005-08-01
2005,8,India,EB-Other,,
2005,8,India,EB4,,2005-08-01
2005,8,India,EB-Religious,,2005-08-01
2005,8,India,EB5,,2005-08-01
2005,8,India,EB5-Targeted-Employment,,2005-08-01
2005,8,Mexico,F1,,1983-01-01
2005,8,Mexico,F2A,,1998-07-01
2005,8,Mexico,F2B,,1991-01-01
2005,8,Mexico,F3,,1992-01-01
2005,8,Mexico,F4,,1987-01-01
2005,8,Mexico,EB1,,2005-08-01
2005,8,Mexico,EB2,,2005-08-01
2005,8,Mexico,EB3,,
2005,8,Mexico,EB-Schedule-A,,2005-08-01
2005,8,Mexico,EB-Other,,
2005,8,Mexico,EB4,,2005-08-01
2005,8,Mexico,EB-Religious,,2005-08-01
2005,8,Mexico,EB5,,2005-08-01
2005,8,Mexico,EB5-Targeted-Employment,,2005-08-01
2005,8,Philippines,F1,,1991-03-01
2005,8,Philippines,F2A,,2001-07-22
2005,8,Philippines,F2B,,1996-01-22
2005,8,Philippines,F3,,1990-09-08
2005,8,Philippines,F4,,1983-02-01
2005,8,Philippines,EB1,,2005-08-01
2005,8,Philippines,EB2,,2005-08-01
2005,8,Philippines,EB3,,
2005,8,Philippines,EB-Schedule-A,,2005-08-01
2005,8,Philippines,EB-Other,,
2005,8,Philippines,EB4,,2005-08-01
2005,8,Philippines,EB-Religious,,2005-08-01
2005,8,Philippines,EB5,,2005-08-01
2005,8,Philippines,EB5-Targeted-Employment,,2005-08-01
