year,month,country,category,final_action_date,filing_date
2014,3,Rest-of-World,F1,,2007-02-01
2014,3,Rest-of-World,F2A,,2013-09-08
2014,3,Rest-of-World,F2B,,2006-09-01
2014,3,Rest-of-World,F3,,2003-06-15
2014,3,Rest-of-World,F4,,2001-11-08
2014,3,Rest-of-World,EB1,,2014-03-01
2014,3,Rest-of-World,EB2,,2014-03-01
2014,3,Rest-of-World,EB3,,2012-09-01
2014,3,Rest-of-World,EB-Other,,2012-09-01
2014,3,Rest-of-World,EB4,,2014-03-01
2014,3,Rest-of-World,EB-Religious,,2014-03-01
2014,3,Rest-of-World,EB5-Targeted-Employment,,2014-03-01
2014,3,China,F1,,2007-02-01
2014,3,China,F2A,,2013-09-08
2014,3,China,F2B,,2006-09-01
2014,3,China,F3,,2003-06-15
2014,3,China,F4,,2001-11-08
2014,3,China,EB1,,2014-03-01
2014,3,China,EB2,,2009-02-15
2014,3,China,EB3,,2012-09-01
2014,3,China,EB-Other,,2012-09-01
2014,3,China,EB4,,2014-03-01
2014,3,China,EB-Religious,,2014-03-01
2014,3,China,EB5-Targeted-Employment,,2014-03-01
2014,3,India,F1,,2007-02-01
2014,3,India,F2A,,2013-09-08
2014,3,India,F2B,,2006-09-01
2014,3,India,F3,,2003-06-15
2014,3,India,F4,,2001-11-08
2014,3,India,EB1,,2014-03-01
2014,3,India,EB2,,2004-11-15
2014,3,India,EB3,,2003-09-15
2014,3,India,EB-Other,,2003-09-15
2014,3,India,EB4,,2014-03-01
2014,3,India,EB-Religious,,2014-03-01
2014,3,India,EB5-Targeted-Employment,,2014-03-01
2014,3,Mexico,F1,,1993-10-15
2014,3,Mexico,F2A,,2012-04-15
2014,3,Mexico,F2B,,1993-05-01
2014,3,Mexico,F3,,1993-06-08
2014,3,Mexico,F4,,1996-11-15
2014,3,Mexico,EB1,,2014-03-01
2014,3,Mexico,EB2,,2014-03-01
2014,3,Mexico,EB3,,2012-09-01
2014,3,Mexico,EB-Other,,2012-09-01
2014,3,Mexico,EB4,,2014-03-01
2014,3,Mexico,EB-Religious,,2014-03-01
2014,3,Mexico,EB5-Targeted-Employment,,2014-03-01
2014,3,Philippines,F1,,2001-08-15
2014,3,Philippines,F2A,,2013-09-08
2014,3,Philippines,F2B,,2003-06-08
2014,3,Philippines,F3,,1993-02-15
2014,3,Philippines,F4,,1990-09-01
2014,3,Philippines,EB1,,2014-03-01
2014,3,Philippines,EB2,,2014-03-01
2014,3,Philippines,EB3,,2007-05-01
2014,3,Philippines,EB-Other,,2007-05-01
2014,3,Philippines,EB4,,2014-03-01
2014,3,Philippines,EB-Religious,,2014-03-01
2014,3,Philippines,EB5-Targeted-Employment,,2014-03-01
